title_id,review_id,author,rating,summary,text,helpful,created_at
tt0111161,rw0348302,baumer,10,Stephen King's best adapted movie,"Misery and Stand By Me were the best adaptations up until this one, now you can add Shawshank to that list.<br/><br/>This is simply one of the best films ever made and I know I am not the first to say that and I certainly won&#39;t be the last. The standing on the IMDb is a true barometer of that. #3 as of this date and I&#39;m sure it could be number 1. So I&#39;ll just skip all the normal praise of the film because we all know how great it is. But let me perhaps add that what I find so fascinating about Shawshank is that Stephen King wrote it.<br/><br/>King is one of the best writers in the world. Books like IT and the Castle Rock series are some of the greatest stories ever told. But his best adaptations are always done by the best directors. The Shining was brilliantly interpreted by Kubrick and of course the aforementioned Misery and Stand By Me are both by Rob Reiner. Now Frank Darabont comes onto the scene and makes arguably the best King film ever. He seems to understand what King wants to say and he conveys that beautifully. <br/><br/>What makes this film one of the best ever made is the message it conveys. It is one of eternal hope. Andy Dufresne, played by Tim Robbins, has been sent to prison for a crime he did not commit. But he never loses hope. He never gives up his quest to become a free man again. His years of tenacity, patience and wits keep him not only sane, but it gives his mind and a spirit a will to live. This film has a different feel to it. There has never been anything like it before and I don&#39;t know if there will again.<br/><br/>I&#39;m not going to say any more about this film, it has already been said, but just suffice to say that I am glad that Forrest Gump won best picture in 94. I would have been equally glad if Pulp Fiction or Shawshank would have won. It is that good of a movie and one that will be appreciated for years to come.",860,1999-07-13
tt0111161,rw2258908,mocpacific,7,Mystery,"I still can&#39;t quite get the enormous reputation of this film. I saw it again last night and instead of clearing up the mystery, the mystery got thicker. It is enjoyable film with very good performances by Tim Robbins, Morgan Freeman, James Whitmore etc, but...the most highly rated film ever? I don&#39;t get it. The voice over alone seems to belong to a so so film. I love Morgan Freeman&#39;s voice but he&#39;s telling us what we&#39;re seeing. So, the sterling reputation damages the enjoyment of the film because one is expecting something that never, really, arrives. The most interesting aspect is Tim Robbins&#39;s psychological journey. Credible or incredible doesn&#39;t quite matter, I did go with him without asking too many questions. Morgan Freeman&#39;s humanity is contagious and inspiring, whether credible or not because I bought it. So, a masterpiece? No. Good, even very good? Yes.",154,2010-06-03
tt0111161,rw5847946,Dar Star,5,Good movie - Number 1 ??? No way,"I had been meaning to see this film since it is rated #1 on IMDb. It is a very good film and very well acted; however, no wayyyyyy is it the best film of all time. Morgan Freeman is particularly good as Red and the other actors perform very admirably, but I don&#39;t find the film overwhelmingly powerful. I&#39;ve seen many many films that do more. I rate it a 7 out of 10.",17,2020-06-23
tt0111161,rw2053711,TheLittleSongbird,10,"Enthralling, fantastic, intriguing, truly remarkable!","Shawshank Redemption is without doubt one of the best films ever made, and definitely the best film of 1994. Yes, it is better than Lion King, and I really like that too. It is not only enthralling but powerful and moving too. I will confess that I didn&#39;t understand it when I first saw it as a lot happens in the film, and I have now seen it three times. I seriously hope, that those who ignored the film when it was first released now recognise it as a great film, as it really is. The dialogue was extremely well-written, with lines that really stick in your mind. The cinematography and music are both gorgeous, and the prison itself is like a character that dominates the film. In the script, there are some true elements of Stephen King Now I admit I am not a huge king fan, and usually don&#39;t like coarse language in books. But in his books like It, which is very good, I have accepted the language represents brutality and rebellion, shown perfectly in the film with the battle of acceptance I suppose between the inmates and the superiors(like the scene with the warden yelling coarse language at the new inmates lined up in a row at the beginning.)The acting was exceptional. I am not hugely familiar with Tim Robbins, but he did a great job in a very demanding role. The best performance however, comes from Morgan Freeman as Red, who was seriously robbed of that Oscar, that he lost to Tom Hanks for Forrest Gump. Freeman reminds me very strongly, or his style of acting does, remind me of that of Sean Connery, suave yet very charismatic. Acting isn&#39;t just about your vocal range, it&#39;s about depth, which was what Freeman certainly had. In short, Freeman was brilliant in what could be his best performance. The scene where the inmates are listening to the Mozart aria over the speakers was a beautiful profound moment, and I actually cried in Brook&#39;s death scene. Very rarely do King adaptations translate-to screen well, because of the large scale of the author&#39;s books, with the exception of this and the Shining. Some like It and Dreamcatcher are genuinely memorable but have a number of flaws that prevent them from being classed as outstanding. And some, like Thinner and Tommyknockers that border on unwatchable. In conclusion Shawshank is a brilliant film, that is worthy of the credit it has been denied for so-long. 10/10 of course. Bethany Cox.",192,2009-04-17
tt0111161,rw0348953,Douglas-2,,Two movies in one,"The reason I became a member of this database is because I finally  found a movie ranking that recognized the true greatness of this movie. There  is nary a word or scene out of place in the entire thing. Every element  comes together to form an exquisite story for cinema.   I believe that one reason that this movie is under-appreciated is that  people have not seen it multiple times. On first viewing it is the story of  Andy Dufresne and his struggle to maintain hope despite his circumstances.   However, this is really a movie about Red and his struggle to find  meaning and purpose. The final segment of the movie testifies to the fact that the final resolution of the story comes about only when Red is faced with the same fearful situation as Brooks. Because of Andy, Red can find a different path-the path of freedom that is lit by hope.  Who is your Andy Dufresne?",1039,1998-08-16
tt0111161,rw3601108,Leofwine_draca,10,All-time prison film classic,"Based on a novella by Stephen King, this is better than even THE GREEN MILE and goes to show that you don&#39;t need supernatural elements in a prison story – the setting is enough to carry a film as it is. SHAWSHANK often shows up as the &quot;best film of all time&quot; on various movie lists - including here on the IMDb - and, whilst I don&#39;t necessarily agree about that, it is a very good film indeed, near flawless in fact.<br/><br/>Every technical element of the film is spot-on, from direction to music, editing, and acting; Morgan Freeman delivers his best ever performance whilst Tim Robbins shows us what a great character actor he is. Even better, for a genre fan like me, is seeing acting favourites like Clancy Brown, William Sadler, Brian Libby, and James Whitmore all appearing in the film together and playing more than just stock good or bad guy roles. Every actor is great here, and the script (which sticks closely to King&#39;s writing) is nigh-on perfect. Emotion, thrills, drama, and the triumph of the human spirit are all present in this movie, which is one of the greatest prison flicks ever.",70,2016-12-18
tt0111161,rw0349059,schnad,10,"Simply known as ""The Movie""","Whenever I talk about this movie with my friends, I do not even refer to it by title, but rather as &quot;The Movie&quot;.  When I say &quot;The Movie&quot;, my friends know exactly what I&#39;m talking about.  In fact the main reason that me and my friends don&#39;t refer to it by title is because this movie is so great, that we do not feel worthy enough to say it&#39;s name in vain! I still remember the first time I saw The Shawshank Redemption.  Some friends of mine and I went to see it at one of those &quot;Budget Theaters&quot; over the summer of 1995.  None of us really knew anything about the movie, but we had heard that it was pretty good.  So, not having any real expectations, we saw it.  When the final credits rolled and the lights came on in the theater, all of us just sat there with our jaws hanging down on the floor. I turned my head towards my friend Bob and said &quot;That was the greatest movie I have ever seen in my entire life!&quot; There&#39;s really no other way I can put it in words.  Every moment of this movie captivated me and inspired me to believe in the one true thing in life...... &quot;HOPE&quot;.  This movie is sad, uplifting, inspiring, harsh, cold, funny (at the right times), jaw-dropping, and heart-warming all at the same time.  I get chills every time I watch this film and this film contains the greatest ending (which takes place over the last 30 minutes or so)in movie history!  How it all just &quot;comes together&quot; is so incredible and uplifting. I should also mention the music in this movie is nearly flawless as well, and the soundtrack is a &quot;must buy&quot; for any music fan. The only bad thing about this movie is the fact that I know I will never see a better movie, no matter how many I may see.  I&#39;ve seen many movies over the past few years, many excellent films.  However, every time I walk out of the theater, I turn to my friend or family member that I saw it with and I say, &quot;That was a great movie, but it wasn&#39;t nearly as good as &#39;you know what&#39;!&quot;  There have been many movies over the past few years that thought would really move me or that I might one day call my &quot;favorite of all time&quot;, but they&#39;ve all fallen far short of &quot;The Shawshank Redemption&quot;. So, if you have yet to see this movie, please run to the video store immediately.  You&#39;re guaranteed to find it in the &quot;employee picks&quot; section. And if it isn&#39;t in that section, then you should tell the employees there that there is something seriously wrong with them.  If you have seen this movie, go see it again.  If you haven&#39;t bought your own copy yet, buy one. In fact buy two, and put one in a fire-proof safe, just in case of an emergency. :o) So, you want a 1-10 rating???  I give it a 13!!!!!!",644,1999-02-06
tt0111161,rw5504423,0U,10,My favorite movie of all time.,"The Shawshank Redemption has great performances, extremely well written script and story all leading to a deeply emotional climax! One of the best dramas of all time!",163,2020-02-23
tt0111161,rw9209119,hosodi-11867,10,A Timeless Tale of Hope and Resilience,"It is a timeless tale of hope and resilience that remains deeply impactful to this day. Set within the confines of Shawshank State Penitentiary, the film intricately weaves a narrative of human spirit&#39;s triumph over adversity and the enduring power of hope. Tim Robbins and Morgan Freeman deliver captivating performances, infusing life into their characters and making their journey truly unforgettable. Under the skilled direction of Frank Darabont, the film&#39;s storytelling unfolds seamlessly, drawing the audience into a world of despair and redemption. Through its exploration of friendship, injustice, and the pursuit of freedom, &quot;The Shawshank Redemption&quot; resonates with audiences worldwide, leaving a profound and emotional impression that lingers long after the credits roll.",19,2023-07-23
tt0111161,rw1254080,djhenebury-1,10,Hope is everything,"This movie surprised me so much I watched it twice in one day the first time I saw it. Sure I hadn&#39;t just picked a movie at random, at the local DVD-shop, but I didn&#39;t expect it to be so good. After I watched it I had a look on the IMDb website and was surprised once again that i found it placed number 2 on the top 250 movies list. I wondered to myself, why didn&#39;t I know about this movie. Afterall Morgan Freeman and Tim Robbins are quite well-known actors. Frank Darabont however only just caught my attention in 1999, when &#39;the Green Mile&#39; was released. Finally I came to the conclusion that it must have been either television, because it surely isn&#39;t on television often enough, or it could just be me, not knowing very much about the film-world before 1995. For in fact, everyone in my school seemed to have known &#39;the Shawshank Redemption&#39; for a very long time. &quot;One of the best movies ever&quot;, my best friend said, &quot;My favorite movie in the whole wide world&quot;, another one of my friends. THEN WHY DIDN&#39;T YOU TELL ME!!!! I replied. If you liked &#39;the Green Mile&#39;, I&#39;m telling you now, you&#39;ll love this!!!",12,2006-01-03
tt0111161,rw0348616,reismark,10,Simply amazing. The best film of the 90's.,"The Shawshank Redemption is without a doubt one of the most brilliant movies I have ever seen. Similar to The Green Mile in many respects (and better than it in almost all of them), these two movies have shown us that Stephen King is a master not only of horror but also of prose that shakes the soul and moves the heart. The plot is average, but King did great things with it in his novella that are only furthered by the direction, and the acting is so top-rate it&#39;s almost scary.<br/><br/>Tim Robbins plays Andy Dufrane, wrongly imprisoned for 20 years for the murder of his wife. The story focuses on Andy&#39;s relationship with &quot;Red&quot; Redding (Morgan Freeman, in probably his best role) and his attempts to escape from Shawshank. Bob Gunton is positively evil and frightening as Warden Norton, and there are great performances and cameos all around; the most prominent one being Gil Bellows (late as Billy of Ally McBeal) as Tommy, a fellow inmate of Andy&#39;s who suffers under the iron will of Norton.<br/><br/>If you haven&#39;t seen this movie, GO AND RENT IT NOW. You will not be disappointed. It is positively the best movie of the &#39;90&#39;s, and one of my Top 3 of all time. This movie is a spectacle to move the mind, soul, and heart. 10/10",616,2000-09-06
tt0111161,rw0348349,KORN-6,10,The absolute GREATEST movie of all time.,"My life is forever changed due to this movie.  It is a movie of hope, &quot;redemption&quot;, and friendship.  It shows a deep growing friendship between two prisoners, Andy and Red.  They each are shown growing through their distinct hardships at Shawshank prison.  As time passes, hope wanes but a flame burns bright in Andy.  His hope and unrelentless nature carry over to his friend Red.<br/><br/>As Red&#39;s long stay in prison comes to an end he sees the light at the end of the tunnel.  Andy has left it for him to see the way to freedom, and he follows it.<br/><br/>This film parallels my life and leaves me wondering if my advice will help somebody see the light.  For some of those people time will tell.  As for now I&#39;ll be patient to wait and see.  Don&#39;t end up like Brooks, there will always be someone to help you out.  There is someone out there that cares for you.  Thank you Andy Dufresne, your hope is the flame of my life.",137,1998-10-21
tt0111161,rw0348234,DrJoTab,7,"Good movie, but best of all time? Hardly . . .","I was a little surprised at first to see this film ranked #1 out of all possible candidates in the IMDB user ratings. When I thought about it, though, it made more sense--this is a &quot;Rocky&quot;-type feel-good movie that doesn&#39;t really make you think and reinforces what we would all like to believe about human nature. Don&#39;t get me wrong--it&#39;s a fine film (I gave it a solid 7 out of 10), it&#39;s just not, in my view, up there with _Casablanca_ and _The Graduate_.<br/><br/>I guess the main problem I have with _Shawshank_ is the nature of the script and characters. Think about it: is there a single person in the film who isn&#39;t a one-dimensional cardboard cut-out with very simple motivations, or a Hollywood cliche or stereotype? We have (in no particular order), a corrupt, bigoted prison warden (who is a religious hypocrite for good measure), a brutal prison guard, a man who is wrongly accused of murder, an old convict who knows all the ropes and can&#39;t live on the outside, and a convict who is murdered by the brutal guards. Now where have we seen this stuff before? Only in a few dozen movies made from the 20s to the 90s. There&#39;s really nothing new here. Probably this comes from the fact that the story is from Stephen King, who doesn&#39;t really do well with complex characters (a problem I noted as far back as _Carrie_).<br/><br/>If you want to see a good prison picture, try _Cool Hand Luke_ (from which this movie borrows considerably). If you want an escape picture, see either _The Great Escape_ or _Papillon_, both with Steve McQueen. Or if, by some chance, you want a crime and punishment movie that really makes you think, go with the late great Stanley Kubrick&#39;s _A Clockwork Orange_.<br/><br/>I couldn&#39;t stop thinking about the warden: doesn&#39;t he have a family? How did they feel? What are they going to do now? I realize the story is inside the prison, but I wish the movie had made better use of its characters than simply as simple-minded symbols of EVIL or VIRTUE.<br/><br/>I&#39;m not Mr. Cranky, I did enjoy the movie, but I enjoyed it the same way I do an Italian dinner at the Olive Garden--a well-constructed genre product with nothing special to commend it.",181,1999-04-12
