movie_name,title_id,review_id,author,rating,summary,text,helpful,created_at,crawl_time
Avatar,tt0499549,rw2204360,willandthomas-picturehou,7,7 For Chutzpah,"You put your glasses on and you&#39;re in. A feast for the eyes at least for the first hour. The brain, however, remains asleep. How strange that such an ambitious enterprise could ignore its most important aspect, the story. A rehash of other things with dialogues from a high school play. Also, very self referential. The bitch! from Aliens truly omnipresent. I was surprised Sam Worthington didn&#39;t say &quot;I think I&#39;ve seen an iceberg&quot; or maybe he did say it while I conceded myself a little nap - after the second hour - So here we are, facing a film future in 3D&quot; I will, still, long for characters in movies, people I can, not just relate, but be inspired by, thought provoking and all the rest that goes with it. So, Cameron did it again and if money is at the center of the world, he remains &quot;king of the world&quot;",57,2010-02-08,2026-02-04T13:07:47.152549
Avatar,tt0499549,rw2188764,SPJames79,10,Breathtaking story with AMAZING visuals MUST SEE,"I must admit I had my doubts about this movie when I saw it in previews a couple months ago. I really didn&#39;t know what to think of the movie then. I saw this movie twice, the first time in regular 2d and the second in 3d. I have to say I was simply astonished at the visuals in this movie. Some scenes do tend to &quot;pop&quot; out a little more than others, but I was simply transfixed and awestruck not only at the incredible look of the movie but of the storyline itself. This movie really makes one think about life and how we might not be the only ones in the universe. Science fiction usually brings about thoughts on this, but we do have the &quot;Kepler probe&quot; already out there looking for another habitable planet, that isn&#39;t science fiction but is a reality. This movie also brings up another incredible aspect humans have struggled with. Humor me and go along with me for a minute - If a hundred or so years from now the human race had actually found another habitable planet and there was a less-advanced civilization living on it. Could our race be civil and humanitarian on the ways we try to establish contact? Would establishing contact really be the best thing to do? This movie might also seem quite similar to the early colonizers coming overseas from Europe to North America. Where the humans symbolize the prospecting company and the natives symbolize the Navi. This movie really does have a lot more going for it than just stunning visuals. I myself think this movie is the best sci-fi yet. I might even be bold enough to say that this could be the new &quot;Star Wars&quot; of our generation.",24,2010-01-09,2026-02-04T13:07:47.156547
Avatar,tt0499549,rw2176853,Quinoa1984,6,"Mr so-called ""King of the World"" returns with a visually dazzling spectacle and so-so story","James Cameron has big ideas and big visions. Thankfully, the latter he dives into with a lust for cinematic glory and (with more money than some countries have in an entire year) he has made his vision of a planet called Pandora in the year 21-something something of a real wonder. If only his big ideas weren&#39;t, for the most part, cribbed from other movies and stories and archetypes. I would be reminded of Joseph Campbell&#39;s myth-buster formula that so many have taken to heart in adventure movies, but Cameron&#39;s formula would appear to come second to his attention to visual detail. This has its pros and cons, some more or some less depending on what viewer sees/hears in it all.<br/><br/>It is ambitious, and quite expensive, and it all shows up on the screen. It has to be said, Avatar is absorbing to look at. So much time and energy was spent into creating this fictional alien species, the Na&#39;vi, and it pays off in the respect that Cameron&#39;s visual fx team painstakingly makes it appear real and otherworldly at the same time. We might recognize the lush and green surroundings, or even some of the trippy creatures, and if it comes close to anything it&#39;s like Ferngully: The Last Rainforest squared and made semi-pre-historic. But it&#39;s the scope and grandeur, and when we see the Na&#39;Vi in close-ups or even just far away, you can see the sweat and the detail in their faces, the human beings playing them projecting off the screen. I forgot, if only for a few moments at a time, that they were animated and done in motion-capture. If part of a filmmaker&#39;s job, in a situation like a super-mega-sci-fi epic is to make us believe in another world and place (even if it&#39;s familiar), then Cameron has done his job very admirably.<br/><br/>So if Pandora is great to look at (especially in the practically prerequisite 3D, which also has its own levels of detail and nuance and doesn&#39;t just JUMP at a viewer), and if the technology shown on screen- of how a human being goes into an avatar, is fascinating, then why isn&#39;t it such a smash all around? Simple - the story, and the characters. Cameron does pay them attention, but only inasmuch as to get us going into the Pandora environment. When he has characters like Jake Sully (very good Sam Worthington) and Neytiri (Zoe Saldana, even better) saying such trite dialog and going through the motions of a story that is familiar to anyone who has seen Ferngully or Dances with Wolves or, to a lessor extent, Last Samurai or New World (super pro-environment, obvious anti-colonialist), it starts to drag the film with it. I never grew tired of the cinematography or the wonderful sights on Pandora, but could I have done without such one-dimensional gritting-of-teeth from Stephen Lang? Absolutely.<br/><br/>I&#39;m not sure if there should be more movies like Avatar. It takes a filmmaker with the ambition and drive, and the super-screw-you-guys clout that James Cameron has with such a project (not to mention the time for it allotted him - not since Kubrick has a filmmaker taken so long between projects), to pull off something like this. CGI-driven movies could progress thanks to the prowess displayed here, but it does need to be done with the right frame of attitude towards the story. Even if such story is formulaic as this one, a filmmaker does need to try and push the technology a little further while also not forgetting about the human element. Cameron comes close... no, he does go over the brink of doing style over substance, but for this case- and maybe just this one time from an otherwise masterful blockbuster director- it&#39;s satisfying.",87,2009-12-19,2026-02-04T13:07:47.161103
Avatar,tt0499549,rw2186640,mlbstellar,1,The Most Unoriginal Film of the Decade,"At the risk of repeating what countless others have said, this movie is blatant plagiarism. If a film student submitted the Avatar screenplay to an instructor, he/she would have been given an F. Colleges expel students for less obvious ripoffs than this. If you&#39;ve watched Pocahontas or Dances With Wolves, you know the drill. The only difference is the ending, which has the pretty blue humanoids escorting humans to their Earth-bound ships at gunpoint, which I freely admit is a rather neat sight since my ancestors were American Indian, Irish, and Scot. As a result, I am perhaps overly sensitive to the plight of a civilization driven from their homeland and/or oppressed by a conquering nation - er, planet.<br/><br/>However, originality is not James Cameron&#39;s strong suit, so my disappointment is directed more at WETA. Yes, my beloved WETA, who impressed me throughout the years but completely stole my heart after the masterful rendering of all things Tolkien in the Lord of the Rings Trilogy. I had two reasons for seeing this film. One was a 13-year-old boy, the other was my anticipation over what wonders WETA would lay at my feet.<br/><br/>Now, had the budget not been nearly half a billion dollars, I&#39;d have understood the cartoonish creations, but as it stands there&#39;s no good reason for the results. Viewers are praising this film as revolutionary. I call &quot;horsesh!t&quot;. This was nowhere near the caliber of WETA&#39;s LOTR work, their King Kong work, or their X-Men work. In fact, it wasn&#39;t even up to snuff with their Narnia production. The quantity of work was greater, not the quality.<br/><br/>I&#39;ve never reviewed a film in my life. I actually registered here for the sole purpose of expressing my resentment at having wasted $20 bucks and 3 hours on such nonsense. Booooooo.",544,2010-01-05,2026-02-04T13:07:47.164105
Avatar,tt0499549,rw2190074,PerpetuumMobile09,10,A grand cinematic experience,"AVATAR is one of the few films in recent years that I&#39;ve really looked forward to. Given Cameron&#39;s solid track-record when it comes to sci-fi/action-films, there was no doubt in my mind that this film would be good, even though it&#39;s been 12 years since his last feature film. The only question in my mind was whether the film would be great or merely good. Fortunately, it turned out to be the former.<br/><br/>I&#39;ll start by mentioning a few things that I really liked about the film, and areas in which I feel it succeeded very well: <br/><br/><ul><li>The characters: Cameron invests enough time in his characters so that the viewer actually care about them when the going gets tough later on in the film. Most action-directors put too much emphasis on the action and fail to involve the audience on an emotional level: You couldn&#39;t care less what happens to the main characters and the feeling of genuine suspense is severely undermined. AVATAR is an action/adventure film with a heart.</li></ul><br/><br/><ul><li>The CG (primarily by WETA Digital) looks great, especially when it comes to organic objects, such as plants and the blue humanoid-looking natives. The great attention to detail makes a significant difference in terms of photorealism. The natives move and express themselves in a very convincing, natural manner. Mocap (*) has been used for many years, but this is one of the few films in which the movements (both body and face) look completely realistic. AVATAR sets a new milestone when it comes to photorealistic characters. I was also very impressed by the seamless integration of CG and live shots, and the CG explosions: The explosions were actually created using fluid simulations which made them look very realistic (the normal approach is to use live shots of real explosions, composited on top of CG elements).</li></ul><br/><br/><ul><li>The directing: With AVATAR, Cameron demonstrates why I consider him one of the best action directors in modern cinema. The long finale, in particular, is one of the best action-sequences I&#39;ve ever seen. It&#39;s dynamic, intense and exhilarating to watch. The rhythm and pacing is spot on. Cameron also slowly builds the film to its finale, and this makes the action-sequences even more rewarding (because the buildup serves as &#39;foreplay&#39; and creates anticipation).</li></ul><br/><br/><ul><li>Other things that I liked: The beautiful cinematography and the interesting, underlying themes related to imperialism and the environment. It makes you think a bit after you leave the theatre, and it adds a bit of extra depth and meaning to the film. This is more than you can expect from a typical film in this genre nowadays.</li></ul><br/><br/>It&#39;s hard to pick things that I didn&#39;t like about the film, because there was nothing that really bothered me. If I had to mention one thing that I was hoping would be better, then it would be James Horner&#39;s score. It didn&#39;t seem as prominent or memorable as it should&#39;ve been. Its impact on the overall movie experience was much smaller compared to his score for films such as TITANIC, ALIENS or BRAVEHEART. I&#39;m not saying the score is bad, far from it, it just lacked that little extra.<br/><br/>Some people have complained about the simple plot and predictable ending. I personally didn&#39;t have any issues with the plot, and I must admit that I don&#39;t really understand those who get too obsessed with spotting plot holes and logical problems. First of all, it&#39;s not really the story itself that matters, its the way it&#39;s told, because film is primarily an audiovisual medium. Cameron&#39;s films are simply structured in general and they&#39;re easy to follow. But he makes things interesting and engaging to watch because of his storytelling skills. Although the film lasts for over 2,5 hours, I never felt there was a dull moment. Cameron sucked me into the film from the get go and he didn&#39;t loosen his grip until the end-credits started to roll.<br/><br/>I&#39;ve seen both the 3D and 2D version. Some people clearly prefer the 3D version, but I didn&#39;t feel that I lost anything substantial when I saw the 2D version. Cameron doesn&#39;t make the mistake of trying to use 3D as a cheap gimmick, and the use of 3D effects isn&#39;t exaggerated. The 3D effect is impressive, though, and the technology has obviously improved significantly in recent years. After a few minutes into the film I almost forgot that I was wearing the glasses: They were comfortable and they didn&#39;t cause dizziness.<br/><br/>AVATAR is a visual tour de force that really needs be seen on the big screen in order to be appreciated fully. Don&#39;t wait until the DVD or Blu-Ray is released: The experience simply won&#39;t be the same, unless you have a big, high-end home-theatre.<br/><br/>(*) Motion capture: Technology used to capture the actors&#39;s performances, so that they can be reproduced by their CG characters.",27,2010-01-11,2026-02-04T13:07:47.166417
Avatar,tt0499549,rw2178481,petr-42,10,King of the world?... No! .... Master of the universe!,"Simple as that :-) This movie is more than most of you think. It has the message. Cameron has certainly done his homework.<br/><br/>Have you ever heard of Gaia theory - living spirit of the planet (so it is not some dead rock as some of you may think) Or what about the theory of the Akashi field? You have it here. If your soul is evolved sufficiently, you&#39;ll feel this movie.<br/><br/>What i find absolutely brilliant are not just the spellbinding effects or the depths of the story but the SIMPLICITY that is ingenious.<br/><br/>The most simple thing done in the right way can have the deepest effect on you and Cameron did that with this movie (and just the line &quot;I see you&quot; in the movie is a proof how brilliant and ingenious this movie is)<br/><br/>A milestone of the movie-making - and the message for the grabbing hands among us",44,2009-12-22,2026-02-04T13:07:47.169954
Avatar,tt0499549,rw2195114,smr1223,10,"Avatar is This Decade's ""Star Wars""!!!","In 2154, the RDA corporation is mining Pandora, a lush, Earth-like moon of the planet Polyphemus, heads the mining operation, which employs Marines for security, intending to exploit Pandora&#39;s reserves of a valuable mineral called unobtanium. Pandora&#39;s inhabitants are the Na&#39;vi, a blue-skinned species of humanoids with feline characteristics. Physically stronger and taller than humans, the Na&#39;vi live in harmony with nature, worshiping a mother goddess called Eywa.<br/><br/>Pandora&#39;s atmosphere is toxic to humans, necessitating the use of breathing masks. Attempting to improve relations with the natives and learn about Pandora&#39;s biology, scientists grow Na&#39;vi bodies modified with human DNA, called avatars, that are controlled by genetically matched, mentally linked human operators. Jake Sully (Sam Worthington), a paraplegic former marine, replaces his twin brother, a scientist trained to be an avatar operator, who was killed in a mugging. Doctor Grace Augustine (Sigourney Weaver), the head of the Avatar Program, considers Sully an inadequate replacement for his brother and relegates him to a bodyguard role.<br/><br/>In their avatar forms, Jake escorts Augustine and biologist Norm Spellman (Joel David Moore) on a mission to reestablish peaceful relations with the Na&#39;vi. A predator attacks the group and Jake becomes separated and lost. Forced to survive the night in Pandora&#39;s jungles, he is rescued by Neytiri (Zoe Saldana), a female Na&#39;vi. Neytiri brings Jake to Hometree, which is inhabited by her clan, the Omaticaya. Mo&#39;at (C. C. H. Pounder), a shaman and Neytiri&#39;s mother, shows interest in the warrior &quot;Dream-walker&quot;, and instructs her daughter to teach Jake their ways. Colonel Miles Quaritch (Stephen Lang), leader of the security forces, enlists Jake to bring him intelligence about the natives that could help RDA negotiate for access to the huge unobtanium deposit under Hometree. He promises Jake that he will help him obtain the expensive neuroregeneration treatment to restore his legs.<br/><br/>At first, Jake delivers key strategic information to Quaritch. Augustine becomes suspicious and relocates herself, Jake, and Norm to a remote scientific outpost with an avatar link module. Over three months, Jake grows close to Neytiri and the Omaticaya, while questioning his loyalty to RDA&#39;s agenda. He is initiated into the Omaticaya, and he and Neytiri choose each other as mates. Jake reveals his change of allegiance when he disables a bulldozer as it destroys the tribe&#39;s &quot;Tree of Voices&quot;. Quaritch presents Selfridge and Augustine with a video diary in which Jake admits that the Omaticaya will never abandon Hometree. Selfridge decides further attempts at negotiations are futile and orders Hometree destroyed.<br/><br/>Augustine argues that the destruction of Hometree could affect the bio-botanical neural network that all Pandoran organisms are connected to, and Selfridge gives Jake and Augustine one hour to convince the Na&#39;vi to leave Hometree. When Jake reveals his original mission to the Omaticaya, Neytiri accuses him of betraying them. Jake and Augustine&#39;s avatars are taken captive. Quaritch&#39;s forces arrive and destroy Hometree, killing Eytucan (Wes Studi), Neytiri&#39;s father and clan chief, and many others. Jake and Augustine are disconnected from their avatars and detained for treason along with Norm. Trudy Chacón (Michelle Rodriguez), a security force pilot disgusted with Quaritch&#39;s senseless violence, breaks them out and flies them to the remote link module. During their escape, Quaritch shoots Augustine.<br/><br/>Hoping the Omaticaya can help Augustine, Jake tames a Toruk, a powerful flying beast that only five Na&#39;vi have ever tamed, to regain their trust. Jake finds the Omaticaya at the sacred Tree of Souls and pleads with Mo&#39;at to heal Augustine. The clan attempts to transfer Grace from her dying body into her Na&#39;vi avatar with the aid of the Tree, but she succumbs to her injuries before the transfer completes. Mo&#39;at declares that &quot;she is with Eywa now&quot;.<br/><br/>With the assistance of Neytiri and Tsu&#39;Tey (Laz Alonso), the new leader of the Omaticaya, Jake assembles thousands of Na&#39;vi from other clans to repel the humans. Jake prays to Eywa, via neural connection to the Tree of Souls, to intercede on behalf of the Na&#39;vi in the coming battle. Quaritch notes the mobilization of Na&#39;vi clans and convinces Selfridge to authorize a preemptive strike on the Tree of Souls. Because it is a center of Na&#39;vi religion and culture, its destruction would leave the Na&#39;vi too demoralized to resist further encroachment.<br/><br/>As the security forces attack, the Na&#39;vi retaliate but suffer heavy casualties, among them Tsu&#39;Tey and Trudy. Suddenly, the Pandoran wildlife joins the attack on the corporation&#39;s forces, overwhelming them. Neytiri interprets this as Eywa answering Jake&#39;s prayer. Jake destroys the main bomber before it can reach the Tree of Souls. Quaritch stumbles across the avatar link module where Jake&#39;s human body is located and attacks it, exposing Jake to Pandora&#39;s atmosphere. Neytiri kills Quaritch and saves Jake. With the attack repelled, Neytiri and Jake reaffirm their love as she sees his human body for the first time.<br/><br/>Selfridge and the remaining corporate personnel are expelled from Pandora, while Jake, Norm, and the scientists studying Pandora are allowed to remain. Jake is seen wearing the insignia of the Omaticaya leader. The clan performs the ritual that permanently transfers Jake from his human body into his Na&#39;vi avatar.<br/><br/>Brilliant CGI, sound, &amp; vividly showcased in vibrant colors!!! Everyone will cheer for one of the most exciting &amp; innovative films of all time!!!",37,2010-01-21,2026-02-04T13:07:47.173955
Avatar,tt0499549,rw2176743,jaykchan,10,"Stunning visuals and an ""OK"" story!","Snapshot: Avatar is a &quot;visually stunning&quot; movie that captures your imagination with a pretty ordinary story that SOME might find trite<br/><br/>Why I LOVED IT?<br/><br/>When people were first informed about Avatar NO ONE spoke about &quot;A Great Story&quot; or &quot;Wonderful and complex Characters&quot;. Avatar was supposed to be a treat for the eye, a very imaginative and immersive world. Avatar exactly does that. I LOVED it because it delivers what it promised to!<br/><br/>Why is it &quot;Ground Breaking&quot; and &quot;Stunning&quot;?<br/><br/>Avatar totally blew me away in the visuals department. Now I know some people are saying that there are many movies that look more &quot;REAL&quot; and have better quality of animation than Avatar e.g. Final Fantasy, but I guess these people are missing the point. Avatar is actually about NOT looking real, it is about showing something that we have never seen or have never imagined (exotic creatures and floating mountains!!!). It is also about meticulous attention to details that we may actually never notice especially when we see the movie for the first time. So ultimately using fine details and imagination of some very creative artists a stunning and immersive world called &quot;Pandora&quot; has been created. <br/><br/>What&#39;s NOT good? <br/><br/>Avatar does not try to do anything new in the story line department. It&#39;s got a couple cheesy dialogues and just a touch predictable. It is the same old story told in a new way. But then how many movies that are made are really original today? <br/><br/>From my perspective I even LIKED the story but some people with different taste, perspective and expectations might complaint!<br/><br/>Who should watch it? <br/><br/>I suggest EVERYONE, at least for &quot;Pandora&quot;<br/><br/>Who should avoid it? <br/><br/>NO ONE! HOWEVER if you are VERY RELUCTANT about &quot;ORIGINAL STORY&quot;, &quot;GREAT CHARACTERS&quot; blah blah blah and just cannot get the message right then don&#39;t watch it, but then you will be missing something very special &quot;Trust me&quot; on this one!<br/><br/>Summary<br/><br/>Go for the movie with the right expectations i.e. &quot;An imaginative and visually spectacular movie&quot; and put other things like a &quot;GREAT STORY&quot; aside. Avatar is everything what it promised to be and that is why I give it 10/10",34,2009-12-19,2026-02-04T13:07:47.177955
Avatar,tt0499549,rw2175835,leagueofshadows777,,Jim Cam reclaims his title as 'THE KING OF THE WORLD'!!!!!!!,"*Possible Spoilers Ahead* <br/><br/>Just came out of Avatar&#39;s Australian debut, certain cinemas decided to show an advanced screening in 3D (on 16/12/2009).<br/><br/>What follows is a story &amp; visual effects that are mind boggling. The story is a mix between previous Hollywood films, a cross between The Last Samurai &amp; The Last of the Mohicans, among a few others. But the story is where the similarities end.<br/><br/>Put simply, James Cameron, has &amp; will always be a visionary for Hollywood along with anyone remotely connected to the science of making movies. &quot;Avatar&quot; will be used as a benchmark for future 3D films. 2D looks like a thing of the past.<br/><br/>Sam &quot;Worthy&quot; Worthington deserves all the praise one can muster, his unquestionable work ethic and honesty will lead him to be one of the most successful actors of this generation. I do not tag Sam &quot;Worthy&quot; for nothing - without his dedication to the role of Jake Sully, this movie would have been grossly incomplete.<br/><br/>The star of &quot;Avatar&quot; is BLU-JAKE (his alter ego - or what I shall refer to him - not surprisingly the so called &quot;AVATAR&quot; himself), however the character of Blu-Jake has been compared to having the morals &amp; dilemmas of Captain Nathan Algren (T Cruise&#39;s character in &quot;The Last Samurai&quot;). The dilemma over who &amp; what is right or wrong, and using that as a benchmark to judge himself - What looked to me like a character struggling with inner conflict.<br/><br/>The story revolves around humans wanting to take advantage of a mineral on the distant planet Pandora, although with disastrous results.<br/><br/>As &quot;Jake Sully&quot; mentions in the trailer &quot;The Strong Prey on the Weak&quot; is the major theme of the film, and how the so-called &quot;weak&quot; choose to fight back with the help of nature.<br/><br/>Possibly the best film in recent years. Cameron NEVER FAILS to deliver and we wait for AVATAR 2 &amp; 3 with eager anticipation, let&#39;s not keep it another 12 years, Jimbo :D If the AMPAS fail to honor the film for Best Director &amp; Best VFX at the 2010 Oscars, they may as well be shooting themselves in the foot, for credit ought to be given when it&#39;s due.<br/><br/>I happily rate the film a full 10.",44,2009-12-17,2026-02-04T13:07:47.182026
Avatar,tt0499549,rw2177106,CihanVercan,7,"Putting perfect Visuals and Virtualities aside, going deep into the Avatar's concept","Looking into Hindu mythology, when Gods descend to Earth they acquire avatars to make themselves known by human beings. Of the recent years&#39; TV animation series let&#39;s look over &quot;Ōban Star-Racers&quot; from Jetix and &quot;The Last Airbender&quot; from Nickelodeon for avatar concept. In Ōban Star-Racers, the Earth had been threatening by antagonist galactic races and human beings were expecting a savior from space who is called the Avatar. On the other hand in the Last Airbender, avatar concept was completely confused with Prophecy. Aang the Avatar was born in the form of human being, which is wrong; because Avatar is a form of a God which has no destiny, no life, no death. <br/><br/>Herein James Cameron&#39;s Avatar, the concept is truly appropriate to the origins of Hindu mythology: When humankind explores the planet Pandora, they aimed to search for underground resources; so they send an ex-serviceman to the natives in a DNA mapped hybrid body(which seems like one of them) to capture their secrets. Becoming the Avatar of natives by time, the ex-serviceman saves the planet from humankind, turning against his origin. <br/><br/>Exploring a new planet, descending on the ground, trying to capture it by blending within natives, but failing to do so... This actually is the same storyline with a Sci-Fi legend: Franklin Schaffner&#39;s &quot;Planet of The Apes(1968)&quot;. Still keeping its sense with having the most terrifying ending of all science fiction works ever created, Planet of The Apes has so many things in common with Avatar. The Apes and the Na&#39;vis both seemed atrocious and uncivilized at first. Then we realized that they&#39;re in fact very cuddly creatures. Both Charlton Heston and Sam Worthington became beloved with a female native, and we&#39;re introduced to their untouched and God&#39;s gift virgin nature. Then as in Star Wars and Abyss, humankind declares war against the natives to capture their lands and resources. <br/><br/>Another unique similarity between Planet of the Apes is that humankind is the evil-side again. So the same message we get with a deeper self-criticism is that humankind is the one who destroys the nature and is responsible of all wars. Wasn&#39;t this the Terminator&#39;s message as well, spoken out by Sarah Connor? &quot;It&#39;s in our nature to destroy ourselves&quot;. All to the good, we didn&#39;t lose our World to apes or cyborgs this time.",35,2009-12-19,2026-02-04T13:07:47.184990
Avatar,tt0499549,rw2190619,doctorx2,10,Powerful on Many Levels,"My expectations going to see &quot;Avatar&quot; were low. I anticipated a special effects-driven, predictable action movie with little or no story. The visual effects are unquestionably impressive. The art design is beautiful, and the artistic concept for the terrain, flora and fauna of Pandora is consistent and appealing. The story is indeed predictable, at least superficially, sort of an extraterrestrial &quot;Dances With Wolves&quot; that may also serve as an allegory for the present-day US military and, especially, mercenary presence in the Middle East. But these things alone didn&#39;t make &quot;Avatar&quot; a box-office smash.<br/><br/>Director James Cameron utilizes long-time collaborator Sigourney Weaver to give the cast a credible, old-school science fiction foundation. As ever, Weaver delivers a solid and believable performance as Dr. Grace Augustine, the hardened and pragmatic chain-smoking scientist in charge of the Avatar project. The counterpoint to Weaver&#39;s Grace is relative newcomer Sam Worthington&#39;s Jake Sully. Worthington is recognizable to science fiction fans as the protagonist of the most recent Terminator movie. Jake Sully is a marine, the antithesis of a scientist.<br/><br/>With a damaged spine, Jake is confined to a wheelchair and can not afford corrective surgery. He agreed to come to Pandora with his twin brother, who was to participate in the Avatar project -- have his mind linked by machinery to a Pandora-indigenous humanoid body grown in a test tube and matched to his DNA. Jake&#39;s brother is killed before the film begins, and Jake agrees to takes his place (as they have identical DNA). Jake has really given up hope before the film begins. He can no longer be the only thing he has ever known or wanted to be: a marine.<br/><br/>Jake has, however, taken a step outside his cynicism and ennui by making the decision to take his brother&#39;s place -- he has agreed to enter into the unknown. This is the first step in what is to become the journey that defines him and is the real story in the film.<br/><br/>Humans are on Pandora to mine Unobtanium, a mineral concentrated underneath the home of the indigenous people, the Na&#39;vi. The Avatar project was developed to allow humans to establish relationships with the Na&#39;vi, breathing Pandoran air and looking like the Na&#39;vi. It is hoped that the Na&#39;vi will eventually agree to relocate in order to allow mining to begin. The corporate head of the mining project, portrayed effectively by Giovani Ribisi, is reminiscent of Paul Reiser&#39;s Carter Burke in Cameron&#39;s 1986 &quot;Aliens&quot; -- a wimpy minor bureaucrat bent on personal gain. He is assisted by the unscrupulous ex-Marine mercenary Colonel Miles Quaritch, given life by Stephen Lang.<br/><br/>Jake becomes involved with Na&#39;vi native Neytiri, wonderfully voiced by Zoe Saldana, whose work in the &quot;Pirates of the Caribbean&quot; films and &quot;Star Trek&quot; (2009) have already made her a familiar and respected actor. Neytiri is charged with teaching Jake the ways of the Na&#39;vi, and Jake inevitably becomes enthralled with both Neytiri and the ways of the Na&#39;vi, as he begins to understand the spiritual connection the Na&#39;vi have with Pandora. This leads to war between the humans and the Na&#39;vi, with Jake caught in the middle, ultimately choosing the Na&#39;vi side.<br/><br/>I had fully expected all of this going into the theater. What I had not expected was finding my heart in my throat more than once, and feeling exhilarated most of the film&#39;s very quick 162 minutes. I was more than entertained by &quot;Avatar.&quot; I was moved.<br/><br/>Cameron masterfully uses stunning visual effects and incredible music as devices to achieve this effect on the viewer, but by themselves, these ingredients (although perhaps necessary) are not sufficient. What moved me was the transformation of Jake Sully.<br/><br/>Jake&#39;s decision to go Pandora is his first step toward becoming something more than he was (his openness to possibility is a step toward hope). He embraces the Na&#39;vi training and is determined to prove himself -- another step (courage, determination, and willingness to become part of something larger than himself, which is a definition of spirituality). He admits his complicity in the plot against the Na&#39;vi -- a third step (integrity). He realizes that he must do something extraordinary to win back the trust of the Na&#39;vi -- riding the terrifying great dragon -- and this is a crucial step (not only bravery, but insight, which is translated into action, and faith). Ultimately, Jake is literally transformed, permanently departing his human body to become Na&#39;vi. He becomes physically and spiritually integrated with the life force of Pandora.<br/><br/>Jake&#39;s transformation is assisted and encouraged by Neytiri. After Jake regains the trust of the Na&#39;vi, Neytiri acknowledges this by saying &quot;I see you.&quot; Significantly, she repeats this later in the film, looking into Jake&#39;s human eyes. For the Na&#39;vi, &quot;I see you&quot; means &quot;I acknowledge your existence.&quot; The real meaning for Jake is that Neytiri sees him for who he really is, and more importantly, who he can become. It is no coincidence that the song at the end of the film is called &quot;I See You.&quot;<br/><br/>The transformation illustrated so literally in &quot;Avatar&quot; is what each of us seeks in life -- a hopeful journey forward, through which we become more than what we were. The journey can be exciting, terrifying, and at times, can challenge us to go beyond what we believed we were capable of doing. Cameron&#39;s real achievement in &quot;Avatar&quot; is communicating that message without letting the audience know that he is doing it.<br/><br/>Especially at this time in history, with the economy depressed, world politics ominous and uncertain, and opportunities for the young seemingly absent, &quot;Avatar&quot; delivers a message of encouragement and hope in a medium familiar and acceptable to young adults. For this, Cameron deserves more than an Academy Award. He deserves the Nobel Prize.",42,2010-01-12,2026-02-04T13:07:47.188991
Avatar,tt0499549,rw2175046,LumanoidAU,6,"If you thought Jurrasic Park was your favorite childhood fantasy adventure film, then imagine how children today are going to feel about this!","AVATAR is the Jurassic Park of this generation, with no doubt is it a family film, but it is also a hybrid of everything good in Cameron.<br/><br/>Firstly, The highly-talked about visuals have given me, and the audience a true experience, if that is counted by the number of gasps, claps and heartbeats of every audience member, I seriously didn&#39;t get that in Transformers or 2012, people literally gasped when Jake explored the Bio-Luminescence nightlife of Pandora, now that is something you don&#39;t usually get in films! But this film isn&#39;t just about visuals, it&#39;s about the magic of film-making. And that is something rarely achieved in such absolute beauty, beauty that leaves you walking away from the theater, wanting to return the next day, and the day after that. I have never felt so good after watching a movie, a movie that holds such beautiful magic, since the original star-wars trilogy came out back in the 70&#39;s and 80&#39;s.<br/><br/>The film ends leaving you wanting more, it starts by slowly enticing you, then gradually building up into one heck of an adventure, rolling at such a speed that you&#39;d never think it would end, but films end eventually, and I just hope that we are given more in the future, so seriously, enjoy the power of seeing it for the first-time, watch it with a fresh-mind, an empty bowl and zero distractions because the world of Pandora awaits, the trip of a lifetime to an alien world beyond your imagination!",51,2009-12-16,2026-02-04T13:07:47.193562
